pokedex_id,num_types,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,capture_rate,base_happiness,hatch_counter,gender_rate,bmi,attack_defense_ratio,physical_total,special_total,offensive_total,defensive_total,type_bug,type_dark,type_dragon,type_electric,type_fairy,type_fighting,type_fire,type_flying,type_ghost,type_grass,type_ground,type_ice,type_normal,type_poison,type_psychic,type_rock,type_steel,type_water
19,1,-1.509666374249119,-0.7229892593038731,-1.281307818239815,-1.5207501141130026,-1.32221946230408,0.1677045081762641,253,0.3,3.5,51,255,70,15,4,38.9,1.6,91,60,153,100,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20,1,-0.5704544283379857,0.11683847277508218,-0.42726924775222846,-0.6774065010125504,-0.0077312061892744425,1.0386870825615029,413,0.7,18.5,145,127,70,15,4,37.8,1.35,141,120,228,185,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21,2,-1.1339815958846655,-0.5886168221712403,-1.4521155323373323,-1.3183476469688942,-1.4724466915743435,0.09802590222544498,262,0.3,2.0,52,255,70,15,4,22.2,2.0,90,62,161,101,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22,2,-0.1947696499735323,0.4191764563235061,-0.25646153365471114,-0.30633531124835145,-0.3457424720473673,1.1432049914877314,442,1.2,38.0,155,90,70,15,4,26.4,1.38,155,122,251,191,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
23,1,-1.3218239850668922,-0.5886168221712403,-0.9738539328642838,-1.0147439462527312,-0.6086401232703285,-0.42456364240569827,288,2.0,6.9,58,255,70,20,4,1.7,1.36,104,94,155,133,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
24,1,-0.382612039155759,0.5871420027392972,-0.11981536237669728,-0.17140033315227912,0.3302800596688184,0.44641893197954047,448,3.5,65.0,157,90,70,20,4,5.3,1.38,164,144,240,208,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
25,1,-1.3218239850668922,-0.7565823685870314,-1.1105001041422977,-0.6774065010125504,-0.7588673525405919,0.794811961733636,320,0.4,6.0,112,190,70,10,4,37.5,1.38,95,100,195,125,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,1,-0.382612039155759,0.4191764563235061,-0.5980769618497458,0.671943279948173,0.3678368669863843,1.491598021241827,485,0.8,30.0,218,75,70,10,4,46.9,1.64,145,170,290,195,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,1,-0.7582968175202123,-0.08472018292386711,0.4267693227353581,-1.6894188367330931,-1.5100034988919093,-0.9471531870368415,300,0.6,12.0,60,255,70,20,4,33.3,0.88,160,50,135,165,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
28,1,0.18091512839092103,0.7551075491550883,1.2808078932229447,-0.8460752236326409,-0.5710833159527625,-0.07617061265160277,450,1.0,29.5,158,90,70,20,4,29.5,0.91,210,100,210,240,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
29,1,-0.5704544283379857,-1.025327242852297,-0.7005615903082562,-1.0147439462527312,-1.1344354257162506,-0.912313884061432,275,0.4,7.0,55,235,70,20,8,43.7,0.9,99,80,128,147,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
30,1,-0.006927260791305636,-0.5214306036049239,-0.1881384480157042,-0.50873777839246,-0.5710833159527625,-0.3897243394302887,365,0.8,20.0,128,120,70,20,8,31.2,0.93,129,110,173,192,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
31,2,0.744442295937601,0.48636267488982254,0.495092408374365,0.16593711208790174,0.5556209035742137,0.3070617200779023,505,1.3,60.0,227,45,70,20,8,35.5,1.06,179,160,243,262,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32,1,-0.9085707288659937,-0.689396150020715,-1.1105001041422977,-1.0147439462527312,-1.1344354257162506,-0.598760157282746,273,0.5,9.0,55,235,70,20,0,36.0,1.42,97,80,147,126,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
33,1,-0.34504356131931363,-0.18549951077334176,-0.5297538762107389,-0.50873777839246,-0.5710833159527625,-0.07617061265160277,365,0.9,19.5,128,120,70,20,0,24.1,1.26,129,110,192,173,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
34,2,0.406325995409593,0.8222937677214047,0.15347698017933042,0.5032745573280826,0.18005283039855494,0.6206154468565882,505,1.4,62.0,227,45,70,20,0,31.6,1.32,179,160,272,233,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
35,1,-0.006927260791305636,-1.0925134614186136,-0.83720776158627,-0.34006905577236957,-0.1955152427771038,-1.1213497019138892,323,0.6,7.5,113,150,140,10,6,20.8,0.94,93,125,140,183,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
36,1,0.9322846851198276,-0.25268572933965816,0.016830808901316566,0.8406120025682635,0.7434049401620431,-0.25036712752865053,483,1.3,40.0,217,25,140,10,6,23.7,0.96,143,185,225,258,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
37,1,-1.2091185515575562,-1.2268858985512463,-1.1105001041422977,-0.6774065010125504,-0.1955152427771038,-0.07617061265160277,299,0.6,9.9,60,190,70,20,6,27.5,1.02,81,115,156,143,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
38,1,0.10577817271803036,-0.05112707364070889,0.08515389454032349,0.3683395792320103,1.1189730133377018,1.1432049914877314,505,1.1,19.9,177,75,70,20,6,16.4,1.01,151,181,257,248,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39,2,1.6836542418487344,-1.0925134614186136,-1.793730960532367,-0.8460752236326409,-1.6977875354797387,-1.6439392465450324,270,0.5,5.5,95,170,70,10,6,22.0,2.25,65,70,110,160,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
40,2,2.622866187759868,-0.25268572933965816,-0.9396923900447803,0.5032745573280826,-0.7588673525405919,-0.7729566721597938,435,1.0,12.0,196,50,70,10,6,12.0,1.56,115,135,200,235,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
41,2,-1.1339815958846655,-1.0925134614186136,-1.281307818239815,-1.3520813914929122,-1.1344354257162506,-0.42456364240569827,245,0.8,7.5,49,255,70,15,4,11.7,1.29,80,70,130,115,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42,2,0.18091512839092103,0.08324536349192396,-0.08565381955719382,-0.17140033315227912,0.18005283039855494,0.794811961733636,455,1.6,55.0,159,90,70,15,4,21.5,1.14,150,140,235,220,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
43,2,-0.9461392067024389,-0.9245479150028225,-0.5980769618497458,0.16593711208790174,-0.1955152427771038,-1.295546216790937,320,0.5,5.4,64,255,70,20,4,21.6,0.91,105,140,155,165,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
44,2,-0.382612039155759,-0.42065127575544925,-0.08565381955719382,0.5032745573280826,0.18005283039855494,-0.9471531870368415,395,0.8,8.6,138,120,70,20,4,13.4,0.93,135,160,190,205,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
45,2,0.18091512839092103,0.08324536349192396,0.4267693227353581,1.3466181704285347,0.7434049401620431,-0.598760157282746,490,1.2,18.6,221,45,70,20,4,12.9,0.94,165,200,240,250,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
46,2,-1.3218239850668922,-0.25268572933965816,-0.5980769618497458,-0.8460752236326409,-0.5710833159527625,-1.4697427316679847,285,0.3,5.4,57,190,70,20,4,60.0,1.27,125,100,140,145,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47,2,-0.382612039155759,0.5871420027392972,0.2559616086378408,-0.34006905577236957,0.3678368669863843,-1.295546216790937,405,1.0,29.5,142,75,70,20,4,29.5,1.19,175,140,185,220,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
48,2,-0.382612039155759,-0.7565823685870314,-0.7688846759472631,-1.0147439462527312,-0.5710833159527625,-0.7729566721597938,305,1.0,30.0,61,190,70,20,4,30.0,1.1,105,95,140,165,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,2,-0.006927260791305636,-0.42065127575544925,-0.42726924775222846,0.671943279948173,0.18005283039855494,0.794811961733636,450,1.5,12.5,158,75,70,20,4,5.6,1.08,125,165,245,205,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,1,-2.2610359309780255,-0.7565823685870314,-1.6229232464348495,-1.1834126688728217,-0.9466513891284213,0.9690084766106837,265,0.2,0.8,53,255,70,20,4,20.0,2.2,80,80,185,80,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
51,1,-1.3218239850668922,0.7551075491550883,-0.7688846759472631,-0.6774065010125504,-0.0077312061892744425,1.8399910509959225,425,0.7,33.3,149,50,70,20,4,68.0,2.0,150,120,270,155,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
52,1,-1.1339815958846655,-1.0925134614186136,-1.281307818239815,-1.0147439462527312,-1.1344354257162506,0.794811961733636,290,0.4,4.2,58,255,70,20,4,26.2,1.29,80,80,175,115,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
53,1,-0.1947696499735323,-0.25268572933965816,-0.42726924775222846,-0.17140033315227912,-0.1955152427771038,1.6657945361188746,440,1.0,32.0,154,90,70,20,4,32.0,1.17,130,130,250,190,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
54,1,-0.7582968175202123,-0.8573616964365061,-0.83720776158627,-0.17140033315227912,-0.7588673525405919,-0.42456364240569827,320,0.8,19.6,64,190,70,20,4,30.6,1.08,100,115,172,148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
55,1,0.3687575175731477,0.1504315820582404,0.18763852299883388,0.8406120025682635,0.3678368669863843,0.6206154468565882,500,1.7,76.6,175,75,70,20,4,26.5,1.05,160,175,262,238,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
56,1,-1.1339815958846655,0.08324536349192396,-1.281307818239815,-1.1834126688728217,-0.9466513891284213,0.09802590222544498,305,0.5,28.0,61,190,70,20,4,112.0,2.29,115,80,185,120,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
57,1,-0.1947696499735323,0.9230730955708794,-0.42726924775222846,-0.34006905577236957,-0.0077312061892744425,0.9690084766106837,455,1.0,32.0,159,75,70,20,4,32.0,1.75,165,130,260,195,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
58,1,-0.5704544283379857,-0.25268572933965816,-0.9396923900447803,-0.0027316105321886944,-0.7588673525405919,-0.25036712752865053,350,0.7,19.0,70,190,70,20,2,38.8,1.56,115,120,200,150,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
59,1,0.744442295937601,1.0910386419866704,0.2559616086378408,1.009280725188354,0.3678368669863843,0.9690084766106837,555,1.9,155.0,194,75,70,20,2,42.9,1.38,190,180,305,250,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
60,1,-1.1339815958846655,-0.9245479150028225,-1.1105001041422977,-1.0147439462527312,-1.1344354257162506,0.794811961733636,300,0.6,12.4,60,255,70,20,4,34.4,1.25,90,80,180,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
61,1,-0.1947696499735323,-0.42065127575544925,-0.25646153365471114,-0.6774065010125504,-0.7588673525405919,0.794811961733636,385,1.0,20.0,135,120,70,20,4,20.0,1.0,130,100,205,180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
62,2,0.744442295937601,0.5871420027392972,0.7683847509303927,-0.0027316105321886944,0.7434049401620431,0.09802590222544498,510,1.3,54.0,230,45,70,20,4,32.0,1.0,190,160,235,275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
63,1,-1.6975087634313455,-1.932341193497569,-1.9645386746298843,1.1779494478084442,-0.5710833159527625,0.794811961733636,310,0.9,19.5,62,200,70,20,2,24.1,1.33,35,160,215,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
64,1,-1.1339815958846655,-1.4284445542501958,-1.4521155323373323,1.6839556156687157,-0.0077312061892744425,1.3174015063647793,400,1.3,56.5,140,100,70,20,2,33.4,1.17,65,190,260,140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
65,1,-0.5704544283379857,-0.9245479150028225,-0.9396923900447803,2.189961783528987,0.9311889767498724,1.8399910509959225,500,1.5,48.0,225,50,70,20,2,21.3,1.11,95,230,305,195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
66,1,-0.006927260791305636,0.08324536349192396,-0.7688846759472631,-1.1834126688728217,-1.32221946230408,-1.1213497019138892,305,0.8,19.5,61,180,70,20,2,30.5,1.6,130,70,150,155,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
67,1,0.3687575175731477,0.7551075491550883,-0.08565381955719382,-0.6774065010125504,-0.3832992793649332,-0.7729566721597938,405,1.5,70.5,142,90,70,20,2,31.3,1.43,170,110,195,210,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
68,1,0.744442295937601,1.7629008276498346,0.2559616086378408,-0.17140033315227912,0.5556209035742137,-0.42456364240569827,505,1.6,130.0,227,45,70,20,2,50.8,1.62,210,150,250,255,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
69,2,-0.7582968175202123,-0.08472018292386711,-1.281307818239815,-0.0027316105321886944,-1.5100034988919093,-0.9471531870368415,300,0.7,4.0,60,255,70,20,4,8.2,2.14,110,100,185,115,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
70,2,-0.1947696499735323,0.4191764563235061,-0.7688846759472631,0.5032745573280826,-0.9466513891284213,-0.42456364240569827,390,1.0,6.4,137,120,70,20,4,6.4,1.8,140,130,230,160,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
71,2,0.3687575175731477,0.9230730955708794,-0.25646153365471114,1.009280725188354,-0.0077312061892744425,0.09802590222544498,490,1.7,15.5,221,45,70,20,4,5.4,1.62,170,170,275,215,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
72,2,-1.1339815958846655,-1.2604790078344046,-1.281307818239815,-0.6774065010125504,1.1189730133377018,0.09802590222544498,335,0.9,45.5,67,190,70,20,4,56.2,1.14,75,150,160,175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
73,2,0.3687575175731477,-0.25268572933965816,-0.25646153365471114,0.33460583470799216,1.8701091596890191,1.1432049914877314,515,1.6,55.0,180,60,70,20,4,21.5,1.08,135,200,250,265,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
74,2,-1.1339815958846655,0.08324536349192396,0.9391924650279101,-1.3520813914929122,-1.5100034988919093,-1.6439392465450324,300,0.4,20.0,60,255,70,15,4,125.0,0.8,180,60,130,170,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
75,2,-0.5704544283379857,0.5871420027392972,1.451615607320462,-0.8460752236326409,-0.9466513891284213,-1.1213497019138892,390,1.0,105.0,137,120,70,15,4,105.0,0.83,210,90,175,215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
76,2,0.3687575175731477,1.4269697348182526,1.9640387496130138,-0.50873777839246,-0.1955152427771038,-0.7729566721597938,495,1.4,300.0,223,45,70,15,4,153.1,0.92,250,120,220,275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
77,1,-0.7582968175202123,0.25121090990771505,-0.5980769618497458,-0.17140033315227912,-0.1955152427771038,0.794811961733636,410,1.0,30.0,82,190,70,20,4,30.0,1.55,140,130,240,170,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
78,1,-0.1947696499735323,0.7551075491550883,-0.08565381955719382,0.33460583470799216,0.3678368669863843,1.3174015063647793,500,1.7,95.0,175,60,70,20,4,32.9,1.43,170,160,285,215,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
79,2,0.744442295937601,-0.42065127575544925,-0.25646153365471114,-1.0147439462527312,-1.1344354257162506,-1.8181357614220803,315,1.2,36.0,63,190,70,20,4,25.0,1.0,130,80,120,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
80,2,0.9322846851198276,-0.08472018292386711,1.2808078932229447,1.009280725188354,0.3678368669863843,-1.295546216790937,490,1.6,78.5,172,75,70,20,4,30.7,0.68,185,180,205,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
81,2,-1.6975087634313455,-1.4284445542501958,-0.08565381955719382,0.8406120025682635,-0.5710833159527625,-0.7729566721597938,325,0.3,6.0,65,190,70,20,-1,66.7,0.5,105,150,175,150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,2,-0.7582968175202123,-0.5886168221712403,0.7683847509303927,1.6839556156687157,-0.0077312061892744425,0.09802590222544498,465,1.0,60.0,163,60,70,20,-1,60.0,0.63,155,190,250,215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,2,-0.6831598618473216,0.4191764563235061,-0.5980769618497458,-0.40753654482040574,-0.3081856647298014,-0.25036712752865053,377,0.8,15.0,132,45,70,20,4,23.4,1.64,145,120,208,169,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
84,2,-1.3218239850668922,0.25121090990771505,-0.9396923900447803,-1.1834126688728217,-1.32221946230408,0.27222241710249273,310,1.4,39.2,62,190,70,20,4,20.0,1.89,130,70,195,115,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
85,2,-0.382612039155759,1.0910386419866704,-0.08565381955719382,-0.34006905577236957,-0.3832992793649332,1.491598021241827,470,1.8,85.2,165,45,70,20,4,26.3,1.57,180,120,280,190,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
86,1,-0.1947696499735323,-1.0925134614186136,-0.5980769618497458,-0.8460752236326409,-0.0077312061892744425,-0.7729566721597938,325,1.1,90.0,65,190,70,20,4,74.4,0.82,100,115,135,190,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
87,2,0.744442295937601,-0.25268572933965816,0.2559616086378408,-0.0027316105321886944,0.9311889767498724,0.09802590222544498,475,1.7,120.0,166,75,70,20,4,41.5,0.88,150,165,210,265,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
88,1,0.3687575175731477,0.08324536349192396,-0.7688846759472631,-1.0147439462527312,-0.7588673525405919,-1.4697427316679847,325,0.9,30.0,65,190,70,20,4,37.0,1.6,130,90,145,180,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
89,1,1.307969463484281,0.9230730955708794,0.08515389454032349,-0.17140033315227912,1.1189730133377018,-0.598760157282746,500,1.2,30.0,175,75,70,20,4,20.8,1.4,180,165,220,280,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
90,1,-1.509666374249119,-0.42065127575544925,0.9391924650279101,-0.8460752236326409,-1.6977875354797387,-0.9471531870368415,305,0.3,4.0,61,190,70,20,4,44.4,0.65,165,70,150,155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
91,2,-0.7582968175202123,0.5871420027392972,3.672115890588187,0.5032745573280826,-0.9466513891284213,0.09802590222544498,525,1.5,132.5,184,60,70,20,4,58.9,0.53,275,130,250,275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
92,2,-1.509666374249119,-1.4284445542501958,-1.4521155323373323,1.009280725188354,-1.32221946230408,0.44641893197954047,310,1.3,0.1,62,190,70,20,4,0.1,1.17,65,135,215,95,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
93,2,-0.9461392067024389,-0.9245479150028225,-0.9396923900447803,1.5152868930486252,-0.5710833159527625,0.9690084766106837,405,1.6,0.1,142,90,70,20,4,0.0,1.11,95,170,260,145,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
94,2,-0.382612039155759,-0.42065127575544925,-0.42726924775222846,2.0212930609088966,0.18005283039855494,1.491598021241827,500,1.5,40.5,225,45,70,20,4,18.0,1.08,125,205,305,195,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
95,2,-1.3218239850668922,-1.0925134614186136,2.988885034198118,-1.3520813914929122,-0.9466513891284213,0.09802590222544498,385,8.8,210.0,77,45,70,25,4,2.7,0.28,205,75,145,240,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
96,1,-0.382612039155759,-0.9917341335691389,-0.9396923900447803,-0.913542712680677,0.7434049401620431,-0.8774745810860224,328,1.0,32.4,66,190,70,20,4,32.4,1.07,93,133,133,195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
97,1,0.5565999067553743,-0.15190640149018353,-0.08565381955719382,0.09846962303986556,1.68232512310119,-0.00649200670078367,483,1.6,75.6,169,75,70,20,4,29.5,1.04,143,188,213,270,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
98,1,-1.509666374249119,0.9230730955708794,0.5975770368328754,-1.5207501141130026,-1.6977875354797387,-0.598760157282746,325,0.4,6.5,65,225,70,20,4,40.6,1.17,195,50,180,145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
99,1,-0.5704544283379857,1.7629008276498346,1.451615607320462,-0.6774065010125504,-0.7588673525405919,0.27222241710249273,475,1.3,60.0,166,60,70,20,4,35.5,1.13,245,100,255,220,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
100,1,-1.1339815958846655,-1.5964101006659868,-0.7688846759472631,-0.50873777839246,-0.5710833159527625,1.1432049914877314,330,0.5,10.4,66,190,70,20,-1,41.6,0.6,80,110,185,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101,1,-0.382612039155759,-0.9245479150028225,-0.08565381955719382,0.33460583470799216,0.3678368669863843,2.885170140258209,490,1.2,66.6,172,60,70,20,-1,46.2,0.71,120,160,280,210,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
