num_types,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,height_m,weight_kg,base_experience,color,shape,habitat,growth_rate,is_legendary,is_mythical,is_baby,capture_rate,base_happiness,hatch_counter,gender_rate,is_dual_type,bmi,attack_defense_ratio,physical_total,special_total,offensive_total,defensive_total,stat_tier,generation_num,type_bug,type_dark,type_dragon,type_electric,type_fairy,type_fighting,type_fire,type_flying,type_ghost,type_grass,type_ground,type_ice,type_normal,type_poison,type_psychic,type_rock,type_steel,type_water
2,-1.1339815958846655,-1.4284445542501958,-1.4521155323373323,-1.6894188367330931,-1.885571572067568,-0.598760157282746,-2.064369071631159,-0.7307151342025673,-0.5262310233490077,39,brown,armor,forest,medium,0,0,0,255,70,15,4,True,35.6,1.17,65,40,105,90,Weak (<300),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-0.9461392067024389,-1.7643756470817777,-0.7688846759472631,-1.5207501141130026,-1.6977875354797387,-1.1213497019138892,-1.975650295492313,-0.49024541698586205,-0.4701318659040147,72,yellow,squiggle,forest,medium,0,0,0,120,70,15,4,True,27.8,0.5,75,50,85,120,Weak (<300),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-0.1947696499735323,0.4191764563235061,-1.1105001041422977,-0.8460752236326409,0.3678368669863843,0.27222241710249273,-0.28999354885423456,-0.16961912736358836,-0.30925928205440206,178,yellow,bug-wings,forest,medium,0,0,0,45,70,15,4,True,29.5,2.25,130,125,210,185,Below Average (300-399),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-1.1339815958846655,-1.0925134614186136,-1.1105001041422977,-1.1834126688728217,-1.32221946230408,-0.3897243394302887,-1.5675439252536203,-0.7307151342025673,-0.5377808498818005,50,brown,wings,forest,medium-slow,0,0,0,255,70,15,4,True,20.0,1.12,85,70,136,115,Weak (<300),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,-0.26990660564642294,-0.5886168221712403,-0.5980769618497458,-0.6774065010125504,-0.7588673525405919,0.13286520520085454,-0.6980999190929272,-0.08946255495801986,-0.3051343440069761,122,brown,wings,forest,medium-slow,0,0,0,120,70,15,4,True,24.8,1.09,115,100,181,168,Below Average (300-399),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,0.48146295108248366,0.08324536349192396,0.08515389454032349,-0.0027316105321886944,-0.0077312061892744425,1.178044294463141,0.4552441707120738,0.23116373466425374,-0.22676052110588274,216,brown,wings,forest,medium-slow,0,0,0,45,70,15,4,True,17.6,1.07,155,140,251,228,Average (400-499),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,-1.509666374249119,-0.7229892593038731,-1.281307818239815,-1.5207501141130026,-1.32221946230408,0.1677045081762641,-1.549800170025851,-0.7307151342025673,-0.5237560605205522,51,purple,quadruped,grassland,medium,0,0,0,255,70,15,4,False,38.9,1.6,91,60,153,100,Weak (<300),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,-0.5704544283379857,0.11683847277508218,-0.42726924775222846,-0.6774065010125504,-0.0077312061892744425,1.0386870825615029,-0.13029975180431133,-0.41008884458029365,-0.4000079190977733,145,brown,quadruped,grassland,medium,0,0,0,127,70,15,4,False,37.8,1.35,141,120,228,185,Average (400-499),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,-1.1339815958846655,-0.5886168221712403,-1.4521155323373323,-1.3183476469688942,-1.4724466915743435,0.09802590222544498,-1.4699532715008894,-0.7307151342025673,-0.53613087466283,52,brown,wings,rough-terrain,medium,0,0,0,255,70,15,4,True,22.2,2.0,90,62,161,101,Weak (<300),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2,-0.1947696499735323,0.4191764563235061,-0.25646153365471114,-0.30633531124835145,-0.3457424720473673,1.1432049914877314,0.12698469899834272,-0.009305982552451544,-0.23913533524816064,155,brown,wings,rough-terrain,medium,0,0,0,90,70,15,4,True,26.4,1.38,155,122,251,191,Average (400-499),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,-1.3218239850668922,-0.5886168221712403,-0.9738539328642838,-1.0147439462527312,-0.6086401232703285,-0.42456364240569827,-1.2392844535398893,0.6319465966920959,-0.49570648179805565,58,purple,squiggle,grassland,medium,0,0,0,255,70,20,4,False,1.7,1.36,104,94,155,133,Weak (<300),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,-0.382612039155759,0.5871420027392972,-0.11981536237669728,-0.17140033315227912,0.3302800596688184,0.44641893197954047,0.18021596468165046,1.8342951827756222,-0.01638868068715854,157,purple,squiggle,grassland,medium,0,0,0,90,70,20,4,False,5.3,1.38,164,144,240,208,Average (400-499),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,-1.3218239850668922,-0.7565823685870314,-1.1105001041422977,-0.6774065010125504,-0.7588673525405919,0.794811961733636,-0.9553843698955813,-0.6505585617969989,-0.5031313702834224,112,yellow,quadruped,forest,medium,0,0,0,190,70,10,4,False,37.5,1.38,95,100,195,125,Below Average (300-399),1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,-0.382612039155759,0.4191764563235061,-0.5980769618497458,0.671943279948173,0.3678368669863843,1.491598021241827,0.5084754363953815,-0.32993227217472515,-0.3051343440069761,218,yellow,upright,forest,medium,0,0,0,75,70,10,4,False,46.9,1.64,145,170,290,195,Average (400-499),1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,-0.7582968175202123,-0.08472018292386711,0.4267693227353581,-1.6894188367330931,-1.5100034988919093,-0.9471531870368415,-1.1328219221732736,-0.49024541698586205,-0.4536321137143108,60,yellow,upright,rough-terrain,medium,0,0,0,255,70,20,4,False,33.3,0.88,160,50,135,165,Below Average (300-399),1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0.18091512839092103,0.7551075491550883,1.2808078932229447,-0.8460752236326409,-0.5710833159527625,-0.07617061265160277,0.1979597199094197,-0.16961912736358836,-0.30925928205440206,158,yellow,upright,rough-terrain,medium,0,0,0,90,70,20,4,False,29.5,0.91,210,100,210,240,Average (400-499),1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,-0.5704544283379857,-1.025327242852297,-0.7005615903082562,-1.0147439462527312,-1.1344354257162506,-0.912313884061432,-1.3546188625203892,-0.6505585617969989,-0.49488149418857047,55,blue,quadruped,grassland,medium-slow,0,0,0,235,70,20,8,False,43.7,0.9,99,80,128,147,Weak (<300),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,-0.006927260791305636,-0.5214306036049239,-0.1881384480157042,-0.50873777839246,-0.5710833159527625,-0.3897243394302887,-0.5561498772707733,-0.32993227217472515,-0.38763310495549536,128,blue,quadruped,grassland,medium-slow,0,0,0,120,70,20,8,False,31.2,0.93,129,110,173,192,Below Average (300-399),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0.744442295937601,0.48636267488982254,0.495092408374365,0.16593711208790174,0.5556209035742137,0.3070617200779023,0.6859129886730739,0.07085058985311694,-0.05763806116141819,227,blue,upright,grassland,medium-slow,0,0,0,45,70,20,8,True,35.5,1.06,179,160,243,262,Strong (500-599),1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,-0.9085707288659937,-0.689396150020715,-1.1105001041422977,-1.0147439462527312,-1.1344354257162506,-0.598760157282746,-1.3723626177481585,-0.5704019893914305,-0.47838174199886657,55,purple,quadruped,grassland,medium-slow,0,0,0,235,70,20,0,False,36.0,1.42,97,80,147,126,Weak (<300),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,-0.34504356131931363,-0.18549951077334176,-0.5297538762107389,-0.50873777839246,-0.5710833159527625,-0.07617061265160277,-0.5561498772707733,-0.24977569976915676,-0.39175804300292133,128,purple,quadruped,grassland,medium-slow,0,0,0,120,70,20,0,False,24.1,1.26,129,110,192,173,Below Average (300-399),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0.406325995409593,0.8222937677214047,0.15347698017933042,0.5032745573280826,0.18005283039855494,0.6206154468565882,0.6859129886730739,0.15100716225868527,-0.04113830897171433,227,purple,upright,grassland,medium-slow,0,0,0,45,70,20,0,True,31.6,1.32,179,160,272,233,Strong (500-599),1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,-0.006927260791305636,-1.0925134614186136,-0.83720776158627,-0.34006905577236957,-0.1955152427771038,-1.1213497019138892,-0.9287687370539274,-0.49024541698586205,-0.4907565561411445,113,pink,upright,mountain,fast,0,0,0,150,140,10,6,False,20.8,0.94,93,125,140,183,Below Average (300-399),1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0.9322846851198276,-0.25268572933965816,0.016830808901316566,0.8406120025682635,0.7434049401620431,-0.25036712752865053,0.49073168116761223,0.07085058985311694,-0.22263558305845677,217,pink,upright,mountain,fast,0,0,0,25,140,10,6,False,23.7,0.96,143,185,225,258,Average (400-499),1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,-1.2091185515575562,-1.2268858985512463,-1.1105001041422977,-0.6774065010125504,-0.1955152427771038,-0.07617061265160277,-1.1416937997871583,-0.49024541698586205,-0.47095685351349986,60,brown,quadruped,grassland,medium,0,0,0,190,70,20,6,False,27.5,1.02,81,115,156,143,Weak (<300),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0.10577817271803036,-0.05112707364070889,0.08515389454032349,0.3683395792320103,1.1189730133377018,1.1432049914877314,0.6859129886730739,-0.08946255495801986,-0.3884580925649806,177,yellow,quadruped,grassland,medium,0,0,0,75,70,20,6,False,16.4,1.01,151,181,257,248,Strong (500-599),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2,1.6836542418487344,-1.0925134614186136,-1.793730960532367,-0.8460752236326409,-1.6977875354797387,-1.6439392465450324,-1.3989782505898123,-0.5704019893914305,-0.5072563083308483,95,pink,humanoid,grassland,fast,0,0,0,170,70,10,6,True,22.0,2.25,65,70,110,160,Weak (<300),1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2.622866187759868,-0.25268572933965816,-0.9396923900447803,0.5032745573280826,-0.7588673525405919,-0.7729566721597938,0.06488155570115037,-0.16961912736358836,-0.4536321137143108,196,pink,humanoid,grassland,fast,0,0,0,50,70,10,6,True,12.0,1.56,115,135,200,235,Average (400-499),1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,-1.1339815958846655,-1.0925134614186136,-1.281307818239815,-1.3520813914929122,-1.1344354257162506,-0.42456364240569827,-1.620775190936928,-0.32993227217472515,-0.4907565561411445,49,purple,wings,cave,medium,0,0,0,255,70,15,4,True,11.7,1.29,80,70,130,115,Weak (<300),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,0.18091512839092103,0.08324536349192396,-0.08565381955719382,-0.17140033315227912,0.18005283039855494,0.794811961733636,0.24231910797884282,0.3113203070698222,-0.09888744163567784,159,purple,wings,cave,medium,0,0,0,90,70,15,4,True,21.5,1.14,150,140,235,220,Average (400-499),1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2,-0.9461392067024389,-0.9245479150028225,-0.5980769618497458,0.16593711208790174,-0.1955152427771038,-1.295546216790937,-0.9553843698955813,-0.5704019893914305,-0.5080812959403336,64,blue,legs,grassland,medium-slow,0,0,0,255,70,20,4,True,21.6,0.91,105,140,155,165,Below Average (300-399),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,-0.382612039155759,-0.42065127575544925,-0.08565381955719382,0.5032745573280826,0.18005283039855494,-0.9471531870368415,-0.28999354885423456,-0.32993227217472515,-0.48168169243680736,138,blue,humanoid,grassland,medium-slow,0,0,0,120,70,20,4,True,13.4,0.93,135,160,190,205,Below Average (300-399),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,0.18091512839092103,0.08324536349192396,0.4267693227353581,1.3466181704285347,0.7434049401620431,-0.598760157282746,0.5528348244648046,-0.009305982552451544,-0.39918293148828804,221,red,humanoid,grassland,medium-slow,0,0,0,45,70,20,4,True,12.9,0.94,165,200,240,250,Average (400-499),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,-1.3218239850668922,-0.25268572933965816,-0.5980769618497458,-0.8460752236326409,-0.5710833159527625,-1.4697427316679847,-1.265900086381543,-0.7307151342025673,-0.5080812959403336,57,red,armor,forest,medium,0,0,0,190,70,20,4,True,60.0,1.27,125,100,140,145,Weak (<300),1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,-0.382612039155759,0.5871420027392972,0.2559616086378408,-0.34006905577236957,0.3678368669863843,-1.295546216790937,-0.20127477271538832,-0.16961912736358836,-0.30925928205440206,142,red,armor,forest,medium,0,0,0,75,70,20,4,True,29.5,1.19,175,140,185,220,Average (400-499),1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,-0.382612039155759,-0.7565823685870314,-0.7688846759472631,-1.0147439462527312,-0.5710833159527625,-0.7729566721597938,-1.0884625341038505,-0.16961912736358836,-0.3051343440069761,61,purple,humanoid,forest,medium,0,0,0,190,70,20,4,True,30.0,1.1,105,95,140,165,Below Average (300-399),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,-0.006927260791305636,-0.42065127575544925,-0.42726924775222846,0.671943279948173,0.18005283039855494,0.794811961733636,0.1979597199094197,0.23116373466425374,-0.44950717566688486,158,purple,bug-wings,forest,medium,0,0,0,75,70,20,4,True,5.6,1.08,125,165,245,205,Average (400-499),1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,-2.2610359309780255,-0.7565823685870314,-1.6229232464348495,-1.1834126688728217,-0.9466513891284213,0.9690084766106837,-1.4433376386592356,-0.8108717066081358,-0.5460307259766525,53,brown,blob,cave,medium,0,0,0,255,70,20,4,False,20.0,2.2,80,80,185,80,Weak (<300),1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,-1.3218239850668922,0.7551075491550883,-0.7688846759472631,-0.6774065010125504,-0.0077312061892744425,1.8399910509959225,-0.02383722043769586,-0.41008884458029365,-0.27790975289396475,149,brown,heads,cave,medium,0,0,0,50,70,20,4,False,68.0,2.0,150,120,270,155,Average (400-499),1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,-1.1339815958846655,-1.0925134614186136,-1.281307818239815,-1.0147439462527312,-1.1344354257162506,0.794811961733636,-1.22154069831212,-0.6505585617969989,-0.5179811472541558,58,yellow,quadruped,urban,medium,0,0,0,255,70,20,4,False,26.2,1.29,80,80,175,115,Weak (<300),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,-0.1947696499735323,-0.25268572933965816,-0.42726924775222846,-0.17140033315227912,-0.1955152427771038,1.6657945361188746,0.10924094377057349,-0.16961912736358836,-0.2886345918172722,154,yellow,quadruped,urban,medium,0,0,0,90,70,20,4,False,32.0,1.17,130,130,250,190,Average (400-499),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,-0.7582968175202123,-0.8573616964365061,-0.83720776158627,-0.17140033315227912,-0.7588673525405919,-0.42456364240569827,-0.9553843698955813,-0.32993227217472515,-0.39093305539343615,64,yellow,upright,waters-edge,medium,0,0,0,190,70,20,4,False,30.6,1.08,100,115,172,148,Below Average (300-399),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0.3687575175731477,0.1504315820582404,0.18763852299883388,0.8406120025682635,0.3678368669863843,0.6206154468565882,0.6415536006036509,0.39147687947539056,0.07930988201312379,175,blue,upright,waters-edge,medium,0,0,0,75,70,20,4,False,26.5,1.05,160,175,262,238,Strong (500-599),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,-1.1339815958846655,0.08324536349192396,-1.281307818239815,-1.1834126688728217,-0.9466513891284213,0.09802590222544498,-1.0884625341038505,-0.5704019893914305,-0.32163409619667993,61,brown,upright,mountain,medium,0,0,0,190,70,20,4,False,112.0,2.29,115,80,185,120,Below Average (300-399),1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,-0.1947696499735323,0.9230730955708794,-0.42726924775222846,-0.34006905577236957,-0.0077312061892744425,0.9690084766106837,0.24231910797884282,-0.16961912736358836,-0.2886345918172722,159,brown,upright,mountain,medium,0,0,0,75,70,20,4,False,32.0,1.75,165,130,260,195,Average (400-499),1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,-0.5704544283379857,-0.25268572933965816,-0.9396923900447803,-0.0027316105321886944,-0.7588673525405919,-0.25036712752865053,-0.6892280414790426,-0.41008884458029365,-0.3958829810503473,70,brown,quadruped,grassland,slow,0,0,0,190,70,20,2,False,38.8,1.56,115,120,200,150,Below Average (300-399),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0.744442295937601,1.0910386419866704,0.2559616086378408,1.009280725188354,0.3678368669863843,0.9690084766106837,1.1295068693673052,0.5517900242865273,0.7261001678495151,194,brown,quadruped,grassland,slow,0,0,0,75,70,20,2,False,42.9,1.38,190,180,305,250,Strong (500-599),1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,-1.1339815958846655,-0.9245479150028225,-1.1105001041422977,-1.0147439462527312,-1.1344354257162506,0.794811961733636,-1.1328219221732736,-0.49024541698586205,-0.45033216327637005,60,blue,legs,waters-edge,medium-slow,0,0,0,255,70,20,4,False,34.4,1.25,90,80,180,120,Below Average (300-399),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,-0.1947696499735323,-0.42065127575544925,-0.25646153365471114,-0.6774065010125504,-0.7588673525405919,0.794811961733636,-0.3787123249930808,-0.16961912736358836,-0.38763310495549536,135,blue,humanoid,waters-edge,medium-slow,0,0,0,120,70,20,4,False,20.0,1.0,130,100,205,180,Below Average (300-399),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0.744442295937601,0.5871420027392972,0.7683847509303927,-0.0027316105321886944,0.7434049401620431,0.09802590222544498,0.7302723767424971,0.07085058985311694,-0.10713731773052977,230,blue,humanoid,waters-edge,medium-slow,0,0,0,45,70,20,4,True,32.0,1.0,190,160,235,275,Strong (500-599),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,-1.6975087634313455,-1.932341193497569,-1.9645386746298843,1.1779494478084442,-0.5710833159527625,0.794811961733636,-1.0441031460344274,-0.24977569976915676,-0.39175804300292133,62,brown,upright,urban,medium-slow,0,0,0,200,70,20,2,False,24.1,1.33,35,160,215,95,Below Average (300-399),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,-1.1339815958846655,-1.4284445542501958,-1.4521155323373323,1.6839556156687157,-0.0077312061892744425,1.3174015063647793,-0.24563416078481143,0.07085058985311694,-0.08651262749339994,140,brown,upright,urban,medium-slow,0,0,0,100,70,20,2,False,33.4,1.17,65,190,260,140,Average (400-499),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,-0.5704544283379857,-0.9245479150028225,-0.9396923900447803,2.189961783528987,0.9311889767498724,1.8399910509959225,0.6415536006036509,0.23116373466425374,-0.15663657429964134,225,brown,humanoid,urban,medium-slow,0,0,0,50,70,20,2,False,21.3,1.11,95,230,305,195,Strong (500-599),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,-0.006927260791305636,0.08324536349192396,-0.7688846759472631,-1.1834126688728217,-1.32221946230408,-1.1213497019138892,-1.0884625341038505,-0.32993227217472515,-0.39175804300292133,61,gray,upright,mountain,medium-slow,0,0,0,180,70,20,2,False,30.5,1.6,130,70,150,155,Below Average (300-399),1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0.3687575175731477,0.7551075491550883,-0.08565381955719382,-0.6774065010125504,-0.3832992793649332,-0.7729566721597938,-0.20127477271538832,0.23116373466425374,0.02898563783452707,142,gray,humanoid,mountain,medium-slow,0,0,0,90,70,20,2,False,31.3,1.43,170,110,195,210,Average (400-499),1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0.744442295937601,1.7629008276498346,0.2559616086378408,-0.17140033315227912,0.5556209035742137,-0.42456364240569827,0.6859129886730739,0.3113203070698222,0.5198532654782169,227,gray,humanoid,mountain,medium-slow,0,0,0,45,70,20,2,False,50.8,1.62,210,150,250,255,Strong (500-599),1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2,-0.7582968175202123,-0.08472018292386711,-1.281307818239815,-0.0027316105321886944,-1.5100034988919093,-0.9471531870368415,-1.1328219221732736,-0.41008884458029365,-0.5196311224731263,60,green,humanoid,forest,medium-slow,0,0,0,255,70,20,4,True,8.2,2.14,110,100,185,115,Below Average (300-399),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,-0.1947696499735323,0.4191764563235061,-0.7688846759472631,0.5032745573280826,-0.9466513891284213,-0.42456364240569827,-0.33435293692365764,-0.16961912736358836,-0.49983141984548163,137,green,blob,forest,medium-slow,0,0,0,120,70,20,4,True,6.4,1.8,140,130,230,160,Below Average (300-399),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,0.3687575175731477,0.9230730955708794,-0.25646153365471114,1.009280725188354,-0.0077312061892744425,0.09802590222544498,0.5528348244648046,0.39147687947539056,-0.42475754738232907,221,green,blob,forest,medium-slow,0,0,0,45,70,20,4,True,5.4,1.62,170,170,275,215,Average (400-499),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,-1.1339815958846655,-1.2604790078344046,-1.281307818239815,-0.6774065010125504,1.1189730133377018,0.09802590222544498,-0.8223062056873119,-0.24977569976915676,-0.17726126453677116,67,blue,tentacles,sea,slow,0,0,0,190,70,20,4,True,56.2,1.14,75,150,160,175,Below Average (300-399),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,0.3687575175731477,-0.25268572933965816,-0.25646153365471114,0.33460583470799216,1.8701091596890191,1.1432049914877314,0.7746317648119202,0.3113203070698222,-0.09888744163567784,180,blue,tentacles,sea,slow,0,0,0,60,70,20,4,True,21.5,1.08,135,200,250,265,Strong (500-599),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
